comments,labels
আরে কল ই ত ঢুকেনা আবার ফাস্টেস্ট ইন্টারনেট ইউজ করব কিভাবে। নেটওয়ার্ক ঠিক করেন যত দ্রুত সম্ভব,CNI
বলা হয়েছে ৫৯৯ টাকা রিজার্জ করলে ১৫০ টাকা ক্যাশব্যাক দিয়ে ৬০ জিবি ইন্টারনেট দেয়া হবে কিন্তু এখন ৫০ টাকা ক্যাশব্যাক দিয়ে ৫০ জিবি ইন্টারনেট দেয়া হলো এটা কোন লেভেলের বাটপারি!?,DP
১ দিন আমি ৮ জিবি এমবি কিনেছিলাম কিন্তু তার পর দেখি ৭ জিবি আসছে তার ৩০ মিনিট পর কাস্টমার কেয়ার এ ফোন দেই তারা সব দেখে শুনে বলে আপনি আরো ১ জিবি পাবেন ২ মিনিটের সময় লাগবে তার ৩ দিন পর এমবির মেয়াদ  শেষ হয়ে গেল কিন্তু তাদের ২ মিনিট আর শেষ হলো না।। এই হলো অবস্থা,DP
অকারণে টাকা কেটে নিয়া যায়,MFS
এই সিম দিয়া আমি একটু গেম ও খেলতে পারি না এতু নেট খারাপ,CNI
বেয়াদবি মাফ করবেন ঘর থেকে নেট চালানোর সময় নেটওয়ার্ক পায় না |এর কারনে বাড়ি থেকে ১ মিনিট হেঁটে যায় হান্নান কাকার হান্নান মার্কেটে শুধু মাত্র ফেসবুক চালানোর জন্য |হায় রে বাংলালিংক নেটওয়ার্ক,CNI
Apnadar net ar speed amar ex ar nanir thika o kharaf,CNI
আমার এলাকায় টাওয়ার নাই,CNI
এদের প্যাকেজ মানে ডাকাতি! আর ঘরের ভিতরে ঢুকলেই নেট গায়েব!,CNI
"চুলের নেট, বাংলালিংক সিমে mb টা বিফলে গেলো। বাজে নেট আবার ফাস্টেটেস্ট মারাও, নেটের অবস্থা খুব খারাপ। আর ইন্টারনেট প্যাকেজ এর দাম দ্বিগুন। এই ফালতু নেটওয়ার্ক বর্জন করা প্রতিটি নাগরিকের কর্তব্য",CNI
আপনাদের নেটওয়ার্ক নিয়ে আরও বেশি কাজ করতে হবে।আমাদের হবিগঞ্জ এ অনেক জায়গায় নেটওয়ার্ক সমস্যা।,CNI
আপনাদের নেটওয়ার্ক অনেক স্লও,CNI
"খুব ভালো, এতো টাই ভালো, কারেন্ট না থাকলে, রাগ করে নেটওয়ার্কও তার বাপের বাড়ি চলে যায় ",CNI
নেটওয়ার্ক পাই না আবার কোনটা ব্যাবহার করেন,CNI
বাংলালিংক সিম সব যায়গায় নেটওয়ার্ক সার্ভিস দিতে পারে না কেনো । এবং কিছু যায়গায় তো সিম show ই করে না।,CNI
ঘরের বাইরে 4G ঘরের ভিতরে 3G খাটে শুইলে 2G........ আর সামনে গেলাম না।,CNI
নেটওয়ার্ক পাই না বলে ফেলে রেখেছি....,CNI
"আপনাদের সেবা/র্সাভিস জগণ্য.!  এর থেকে বাজে নেটওয়ার্ক সিস্টেম, কোন সিমে নেই মনে রাখিয়েন।  দিন দিন আপনাদের গ্রাহক সংখ্যা কমবে, বাড়বে না। বাংলালিংক গ্রাহক হয়ে এরকম রিভিউ দিচ্ছি.!! কারণ ক্রমান্নাই আপনাদের সেবা, বাজে হচ্ছে। যা সহ্য করার মতন নয়ে.! ",CNI
"নিঃস্ব কোম্পানি ঠিক মতো কথাও বলা যায় না,একটা সিম ছিলো, ফেলে দিছি",CNI
আগে নেটওয়ার্ক ঠিক কর ভাই। নেটওয়ার্ক আর কারেন্টের জালায় জিবনটা পুরা তেতো বানাই রাখছো।,CNI
হা হা মানে বালের নেটওয়ার্ক,CNI
বাংলালিংকে বর্তমান নেটওয়ার্ক সমস্যা করে অনেক।,CNI
"আসলে আপনাদের সিমের সমস্যা হলো, কখনো ডাটা কানেকশন আসে না। আবার, কখনো নেটওয়ার্ক দেখা-ই যায় না।",CNI
আপনাদের নেটের যে স্পিড।এর চাইতে বাচ্চা পোলাপাইনদের মুতের স্পিডও বেশি।,CNI
পটুয়াখালী জৈনকাঠি ইউনিয়নে টাওয়ার নাই,CNI
Speed i naiAbar fastest network,CNI
কোনটাই না সা*****য়ার নেট,CNI
বাংলালিংক এর নেটওয়ার্ক আরো ভালো উন্নয়ন করার দরকার এইটা আমি আশা করি,CNI
ইন্টারনেট বেশি ব্যবহার করি। তবে নেটওয়ার্ক দুর্বল। আর বেশি প্যাক রেট ও মেয়াদ কম,CNI
2 GB Internet থাকার পরও data চালু করলে use করা যাচ্ছে না কেন?,CNI
ছাগল দিয়া হাল চাষ আর বাংলালিংক দিয়ে নেট ইউজ করা এক কথা।,CNI
আমি একটা বাংলালিংক নতুন সিম নিচি এই সিমে ৪জি নেট আসতেছেনা কেন.?...আমার ফুনের সেটিং সব টিক আছে!!,CNI
অপনাদের ইন্টারনেট সেবা একদম দুর্বল দয়া করে আরো উন্নতি করার চেষ্টা করেন,CNI
ভাই আমাদের এলাকায় নেটওয়ার্ক করে দিন,CNI
রাত ১২টার পর নেটওয়ার্ক থাকে না কেন?,CNI
কথা বলার মতো নেটওয়ার্ক পাইনা কারেন্ট গেলে বা গ্রামে গেলে পোল করতে আসছে,CNI
ভালো ইন্টারনেট স্পিডতবে মাঝে মাঝে emergency call কেন চলে আসে,CNI
"সাতক্ষিরার, খাজরায় দুনিয়ার বাজে নেট বাংলালিংকের। কথা প্রর্যন্ত বলা যায় না।",CNI
আপনাদের সার্ভিস আমার ভালো লাগে কিন্তু আমি যেখানে থাকি এখানে বাংলালিংকের নেটওয়ার্ক নাই একটা সমাধান করা দরকার ঠিকানালামা বান্দরবান,CNI
Rajshai ta cola na room a dukla network bondo hoya jai,CNI
Hedar network ....Banglalink sim jara pagol tara use kore,CNI
"বাংলালিংক কোম্পানির কাছে প্রশ্ন, মিনিট কি 4g সাপোর্টেড নাকি 2g&3g?",CNI
"ইন্টারনেট, মিনিট একটা ও ব্যবহার করি না কারণ আমি তো আপনাদের সিম ই ব্যবহার করি না ৬ মাস দরে  সিম বন্ধ করে ফেলে রাখছি আপনাদের নেটওয়ার্ক অনেক ভালো দেখে.....!!",CNI
"Batroom e gele net pawa jay na, so ai bepar ta ektu deikkhen",CNI
Ekta jinish bujhi nah apnader Network er,CNI
Banglalink Digital আপনাদের সিমেতো কোন নেট পাইনা,CNI
"Noakhali, begumganj, jamiderhat নেটওয়ার্ক সমস্যা করে কেন",CNI
ভাই নেটওয়ার্ক ভাল করেন তাহলে আর ফেইসবুকে এড দিতে হবেনা,CNI
4G 2G o ar te besi speed dai faltu networkVery bad experience with BANGLALINK,CNI
যে শাওয়ার নেটওয়ার্ক,CNI
নেটওয়ার্ক অনেক ভালো কাজ করে,CNI
City r moddeo thekeo net nai abar dhabi kortechen fastest 4g mb kine dora kheye gechi mb shesh holei sim guri guri korbo,CNI
net thake na,CNI
বাজে নেটওয়ার্ক এর জন্য কারো কাছে কল ও যায় না,CNI
4G না বা*লের নেটওয়ার্ক।,CNI
"ইদারিং আমি গেমে ডুকলে নেট থাকেনা।রুমের বারিন্দার মদ্দেও নেট থাকে।please solbed.thank you banglalink ghk,",CNI
- বাংলালিংক সিমে নেট অবস্থা অন্যান্য সিমের তুলনায় অনেকটা খারাপ। তাই আমার বাংলালিংক সিমটি খুলে ফ�,CNI
Ektaona.. most joghonno network I've ever used.,CNI
একটিও চুদি না তো বাল মার্কা নেটওয়ার্ক কোম্পানির সিম কার্ড।,CNI
hedar 4g room er moddhe E uittha thake,CNI
Bhai baje Network,CNI
"baler net elakay tawer taw net pay na, ",CNI
বিদ্যুৎ চলে গেলে আর নেট পাওয়া যায় না,CNI
বালের নেটওয়ার্ক।,CNI
Tor net tui kha amkha dudkha kla kha..,CNI
"আপনাদের নেটওয়ার্ক ইঞ্জিনিয়ার,,, জিপি, রবি  থেকে ঘুস খাই  নাকি..?",CNI
"নেটওয়ার্ক অনেক দুর্বল,, কোনাবাড়ি গাজীপুর",CNI
3 ta sim amr aktaoo use kori naNetwork problem ar jonno,CNI
এত ভাল নেটওয়ার্ক যে অপারেটরই চেঞ্জ করে ফেলছি,CNI
"সিমই আসেনা,,  আর ডাকাতির কথা না- ই বললাম",CNI
এই হলো নেটের অবস্থা,CNI
Bad network Only H+,CNI
বাংলালিংক টাওয়ারে ঠাডা পড়ছে,CNI
আপনাদের নেটওয়ার্ক একটু ফাস্ট করুন। এটা খুবই স্লো,CNI
- মাদার#চোদ তোদের সাউয়ার নেট,CNI
সবচেয়ে বাজে ইন্টারনেট সার্ভিস।,CNI
Abel net,CNI
তার আগে বলেন বাংলালিংক দেশের Fastest নেটওয়ার্ক হইলো কিভাবে,CNI
তোদের হেডার Fastest থাকি শহরে তাও বারা স্পিড নাইএর থেকে গ্রামীণের 3G বেশি ফাস্ট,CNI
A chodnara Net thik kor Bal er net ato slow keno bal,CNI
আমি তো বাংলালিংকে টাওয়ারই দেখি না ফাস্ট নেটওয়ার্ক কেমনে হয়,CNI
কোনটাই না ২০০৭ সাল থেকে যোগাযোগ করে লাস্ট মুহূর্তে নিজেই ক্লান্ত হয়ে বাংলালিংক থেকে অন্য নেটওয়ার্কে চলে আসছি,CNI
আমার চ্যাটের বাল।নেট থাকার পরেও াচালাতে পারছিনা।,CNI
হেডা নেটওয়ার্ক,CNI
আপনাদের নেটওয়ার্ক দিয়ে কিছুই করা যায়না,CNI
বাংলালিংক এর নেটওয়ার্ক এখন এয়ারটেল এর চাইতেও খারাপ শুধু ইমারজেন্সি ওইঠা থাকে,CNI
বালের নেটওয়ার্ক.... বাসায় 3G ও পায়না... দুঃখের ঠেলায় রবি সিম কিনছি..,CNI
Banglalink Digital কমপ্লেন করে কি লাব ভাই? 2 বছর থেকে অভিযোগ দিচ্ছি কথা বাল দিয়েও মানেনা,CNI
Ball ar service 2G payna,CNI
বাংলালিংক সিম সব যায়গায় নেটওয়ার্ক সার্ভিস দিতে পারে না কেনো । এবং কিছু যায়গায় তো সিম show ই করে না।  গরিব দুঃখী মানুষের মাইরা মাইরা খাইতাছে,CNI
Baler net,CNI
আপনাদের এত স্পিড নেটওয়ার্ক এর জন্য বাংলালিংক সিম ৩টা বন্ধ করে ফালাইয়া রাখছি,CNI
Chinta Kortasi Ei Network Baad Diya Dibo,CNI
Bal r net,CNI
হে*ডা*র নেটওয়ার্ক মাসে ৭০০/৮০০ টাকা ফাল'তু রিচার্জ করি এমবি গুলা শেষ হয়ে গেলে বা**লের সিম আর চালাবো না,CNI
এই বালে কোন নেটওয়ার্ক নাই,CNI
Bal r network 4G Cole 3G r mto abr hothat 4G theke 3G hoye Jay takhon Cole H+ r mto,CNI
আমাদের এলাকায় সবচেয়ে বাজে নেটওয়ার্ক বাংলালিংকের মাগুরা মোহাম্মদপুর শিরগ্রাম বাজার,CNI
"বাজে নেটওয়ার্ক,, 3জি পায়না,,4জি তো দূরের কথা ",CNI
গত কাল বাংলালিংক সিমের নেটের কারনে বিকাশে কেশঅাউট করতে পারি নাই।,CNI
আগে নেটওয়ার্ক তো ঠিকঠাক করেন এবং টাওয়ার বসান।  তারপর নাহয় বইলেন,CNI
Baler network.....,CNI
Baler net..h+ datai on hote chai na,CNI
একবারে বাজে নেটওয়ার্ক,CNI
Jekhane 4G sim kine 3G o vlo moto calaite pari na sekhane Banglalink ke Bangladesh er fast 4G network sim bola tai bilashita  tk diya b*a*l er sim kinchi,CNI
বাংলালিংকে যারা কাজ করে তাদের মনে হয় লজ্জা শরম নাই বল্লেই চলে. বালের নেটওয়ার্ক. ঠিক মতোই কথাই বলতে পারিনা তারা আবার ৪ জি নিয়া বাল ফালাইয়া দিতাছে. একদম থার্ডক্লাস মার্কা সিম. শালার পুতাইন,CNI
নেটওয়ার্ক ঘরে ভিতরে কাভারেজ ঢুকাতে হবে।ফ্রিকোয়েন্সি বাড়ান।,CNI
ফালতু নেটওয়ার্ক ১ দাগ চলতেছে অথচ হাফ কিলোমিটার দূরে টাওয়ার তার থেকে কম হবে মনে হয়। এক কথায় ফালতু আগে যেখানে ১২৯ টাকা দিয়ে ১৬ জিবি পেতাম ৭ দিন মেয়াদে। আর এখন ১৪৯ টাকা দিয়ে ১২ জিবি দেয়,CNI
বা*লের নেট। কারেন্ট গেলে মুতের স্পিডের চেয়ে নেটের স্পিড কমে যায়। আর আপনাদের প্যাক মনে হয় স্বর্ণ দিয়ে বানানো যার দরুন এত দাম।,CNI
"এতো ভালো নেটওয়ার্ক যে ডাটা চালু করে ফেজবুকে ডুকতে ১ ঘন্টা সময় লাগে,,, আপনাদের বালের 4G নিজেদের কাছে রাখুন,, গ্রামীন নেটওয়ার্ক নিয়ে আমরা খুশিবালের বাংলালিংক ",CNI
একটাও না কারন নেটওয়ার্ক দুর্বল।,CNI
কোনটায় না একদম ফালতু নেট ওয়ার্ক,CNI
নেটওয়ার্ক  একবারে আ পুনফুন্দাইন্না,CNI
"হ রে ভাই, রাজশাহী শহরে থাকি। তাও কারেন্ট চলে গেলে 4G নাই হয়া যায়  কারেন্ট গেলে স্পিড 200 KB/s এর উপরে উঠেই না। আর নিজেরে ফাস্টেস্ট 4G নেটওয়ার্ক দাবি করেন। what a joke.",CNI
দুটোই তো ব্যবহার করতে চাই কিন্তু নেটের তো সমস্যা ঠিকভাবে ব্যবহার  করতে পারিনা। নেটের গতি বাড়াইতে হবে,CNI
Banglalink Digital আপনারা যা লিখছেন তা সবই ঠিক আছে আর আমি যে জায়গায় আছি গাজীপুর সদর এলাকায়। আর এখানে ফোরজি নেটওয়ার্ক থাকার সত্বেও লাইভ দেখলে ভিডিও বাফারিং হয়।,CNI
"আমাদের এলাকায় রবি,এয়ারটেল, গ্রামীণফোনের নেটওয়ার্ক স্পীড আছে। কিন্তু বাংলালিংক এর নেটওয়ার্ক এ তো ইন্টারনেট ব্যবহার করব দুরের কথা কথা বলার জন্য নেটওয়ার্ক ও পাই না সবসময় ইমার্জেন্সি দেখাই",CNI
Banglalink Digital বাংলালিংক সিম কোম্পানি মনে হয় গরীব। অন্য সীমের টাওয়ার আছে। বাংলালিংক সিম এর নাই।নেটওয়ার্ক কি আকাশ থেকে আসবে  নাকি,CNI
আমার এলাকায় 2G ও থাকেনা আর আপনারা বলেন 4G  সেটা তো হাস্যকর ব্যাপার,CNI
Network valoi paito age . Akhon to download dile KB tane keno. Ar Kobe thik hobo ay somossa,CNI
নেট ভালো থাকে না গেম খেলতে পারি না আর যদি একটু যদি দূরে কোথাও যাওয়া যায় নেট তো দূরের কথা ফোন ই আসে না কিছু একটা করার দরকার,CNI
আপনারা ভৈরব ৩ থেকে ৬ মাস যাবত কাজই করতাছেন আজ প্রায়ই ৫ বছর হলো ঘরের ভিতর নেট থাকে না,CNI
আপনাদের নেটওয়ার্ক মানিকগঞ্জ জোলার শিবালয় থানা হাজির বাধা ঝড়িয়ারবাগ দুবলিয়াডাংগা এর আশেপাশে এলাকায় আপনাদের নেটওয়ার্ক তেমন পাচ্ছে না এলাকার নেটওয়ার্ক চেক করে । নেটওয়ার্ক বসিয়ে এই সমস্যা দূর করবেন। 01915106075,CNI
"আমার ঘরে  তো ৪ জি পাইনা...। এজন্য রবি, জিপি ইন্টারনেট ব্যবহার করি",CNI
কিছুদিন আগে অনেক ভালো ছিল। আর এখন লো সার্ভিস ৪জি ভালো পায়না। আর জিবি+ মিনিটের দাম এতোটা বারানো ঠিক না। সরকার ১ টাকা ভেট বসালে আপনারা ১০ টাকার ফায়দা তুলেন। এটা ঠিক না।,CNI
- ফালতু কোম্পানি     নেট একদম বাঝে আর এমবির অনেক দাম  সিম চালানোই অফ করে দিবো,CNI
কারেন্ট গেলেই আর 4g থাকেনা E তে চলে আসে।,CNI
আপনাদের নেটওয়ার্ক এতই ভালো যে 3G পায় না,CNI
বাজে সিম। 3G ঐ পায় না 4G ত অনেক দূরের কথা,CNI
নেট পায়না ২জি তাই আর ব্যবহার করি না সিম ঘরে পড়ে আছে,CNI
"কোনোটিই ব্যবহার করিনা, নেটওয়ার্ক সিস্টেম এতটাই বাজে। মোটামুটি ইন্টারনেট প্যাক কিনে ব্রাউজিং করতে গেলে অটোমেটিক মুখে গালি চলে আসে।",CNI
"বিভাগে থাকি, অথচ 4G তো দূরের কথা ডাটা কানেকশন দিলে কখনও E কখনও H+ আবার নো সার্ভিস পায়। কাস্টমার কেয়ার এ অনেক কথা বলেছি তারা বলে স্যার আপনার এরিয়াতে কভারেজ নাই। আফসোস সিটি কর্পোরেশন থেকে দূরত্ব মাত্র 4.5 কিমি",CNI
নেটওয়ার্ক খারাপ যাচ্ছে,CNI
BL sim ar net Valo nah .Aber ff game a VPN lage.and net pen 999+ besi hoy,CNI
শ্রেষ্ঠ ফালতু নেটওয়ার্ক,CNI
আপনাদের নেটওয়ার্ক এর অবস্থা খুবই বাজে,CNI
দেশের সবচেয়ে খারাপ নেটওয়ার্ক,CNI
Faul network,CNI
হাহা দিলাম কারণ আমি বাংলালিংক ই ইউজ করিনা এর কারণ আপনাদের অতিরিক্ত ইন্টারনেট এর গতির কারণে আমার মোবাইলের ক্ষতি হচ্ছে।,CNI
বাংলালিংক এসব ফালতু সিম জীবনে ব্যবহার করিনি করবোও না নেট একেবারেই পাইনা,CNI
কোনোটাই না। নেটওয়ার্কই মিলে না।,CNI
নেটওয়ার্ক অনেক খারাপ দেয় এজন্য কিছুই ব্যবহার করি না,CNI
আমার যদি কোন রকম ক্ষমতা থাকত তাহলে এই সিম বন্ধ করে দিতাম...এত বাজে নেটওয়ার্ক..,CNI
নেটওয়ার্ক খুবি বাজে হয়ে গিয়েছে। মেট্রোপলিটন এরিয়াতেই নেটওয়ার্কের এত বাজে অবস্থা। কিভাবে Fastest 4G হয়!,CNI
"চুলের সিম, আমার এলাকায় 3G বন্ধ ক্যান",CNI
Baje network,CNI
"আপাতত বাংলালিংক ব্যবহার করি না।দুইটা কারনে-১।আগের থেকে নেট সিগন্যাল অনেক  দূর্বল হয়ে গেছে।২।প্যাকেজের দাম অনেক বেশি বাড়িয়েছেন।ষ্কিটো সিমে আপনাদের থেকে অনেক কম দামে ইন্টারনেট প্যাকেজ পাওয়া যায়।বিঃদ্রঃ-দয়া করে বলবেন না অভিযোগ জানাতে কারন তাতে কোনো কাজ হয় না।আমি লোকেশন দিয়ে দিচ্ছি আপনারা এসে চেক করেন।আশোকাঠী পেট্রল পাম্প সংলগ্ন টাওয়ার গৌরনদী,বরিশাল।",CNI
কারেন্ট গেলে নেটওয়ার্ক থাকে নাতবে আমাদের এদিকে নেটওয়ার্ক ভালো পাওয়া যায়,CNI
নেটওয়ার্কের সোদনে সিম অফ করে রেখে দিছি ৪ টা এখন আমার মানি ব্যাগেই তাদের স্থান,CNI
এটা আবার কি সিম আমাদের এখানে তাদের নেটওয়ার্কের ন ই পাইনা,CNI
"বাংলালিংক মানেই,,  ফালতু সিম,,, নেট সার্ভিস তো থাকেই না,,, চাপা  তো আর কম মারে না",CNI
যেই এলাকায় থাকি ইন্টারনেট তো পাওয়াই  যায় না,CNI
"আপনাদের যে নেটের অবস্থা কি বলবো , আপনাদের পোস্টে আমার জন্য থাকবে   এইটা",CNI
আমার এলাকায় নেট ই তো পায় না যা পায় তা মাঝে মাঝে কিন্তু ভালো ইন্টারনেট অফার গুলি ভালো কিন্তু নেট চলে না,CNI
দেশের সব চেয়ে বাজে নেটওয়ার্ক,CNI
4G হা হা হা,CNI
Rate net e pai na,CNI
আমার মোবাইলে তো সিমই চালু হয়না নেটওয়ার্কই পায়না বাজে একটা সিস বাংলালিং,CNI
আমার বালের নেটওয়ার্ক,CNI
আপনাদের নেটওয়ার্ক কিছু কিছু জায়গায় থাকে কিছু কিছু জায়গায় থাকে না,CNI
Apnader je vlo net!  Net Er dukkhe 2 ta SIM fakai disi.,CNI
আমাদের এলাকায় টাওয়ার থাকা সত্বেও  নেট নাই,CNI
আমাদের এলাকায় সবচেয়ে বাজে নেটওয়ার্ক বাংলালিংকের,CNI
"কারেন্ট না থাকলে নেটওয়ার্ক থাকেনা,,,, বা,,,,লের সার্ভিস দেয় বাংলালিংক ",CNI
কোনটাই নাহ...!!নেট এর জা স্পীড আর মিনিট এর কথা তো বললাম ই নাহ,CNI
হঠাৎ করে হুদায় নেট চলে যায়। শহরের মধ্যে ভালো নেট কিন্তু গ্রামে বাসার মধ্যে পাওয়া যায় না আমাদের এলাকা সরাইল থানা অরুয়াইল গ্রামে। আশা করি ওখানে নেটওয়ার্ক সমস্যা সমাধানের জন্য কাজ করবে।,CNI
তবে ফালতু নেটওয়ার্ক আমাদের এরিয়ায়যে সমস্যা দিতাছে তাড়াতাড়ি ঠিক করেন,CNI
যত গুলি মোবাইল অপারেটর আছে তারমধ‍্যে সবচেয়ে ফালতু নেটওয়ার্ক সিস্টেম । গ্রামীণ সিম অনেক অনেক বেস্ট নেটওয়ার্ক ।,CNI
বাজে নেটওয়ার্ক এবং এমবির দাম সাধ্যের বাইরে হওয়ার কারনে অনেক আগেই দুটো বাংলা লিংক সিম খুলে রেখেছি।,CNI
amar alkay 2g ae pii na,CNI
Network Onek Problem Kore,CNI
দিন দিন ফালতু নেটওয়ার্ক হ'য়ে যাচ্ছে বাংলালিংক,CNI
4G coverage thik nai,CNI
বালের নেট,CNI
"নেটওয়ার্ক ঐই,, পায় না,, আর, ঘড়ে ডুকলে তো, মাশাআল্লাহ ,, কারেন্ট গেলো তো ফি আমানিল্লাহ ",CNI
"কোনোটাই না,, খুবই বাজে নেট দেয়",CNI
Wifi kete Banglalink sim kinchi 260 tkr mb offer ekhon 450 tky kini tar por o poor network ekhon mone hocche abar sei 512 kb wifi calacchi network ekdom baje obosta current cole gele 20-60 minit er modde sim ekdom Close,CNI
আমাদের এলাকাতে নেটওয়ার্ক  পায় না,CNI
১ মাস ধরে ঘরের মধ্যে 4G নেটওয়ার্ক পাচ্ছি না এজন্য একাধিক বার কাস্টমার কেয়ারে অভিযোগ জানিয়েছি। সর্বশেষ কাস্টমার কেয়ার থেকে বলল এ সমস্যার সমাধান করতে ৩ মাস সময় লাগবে। এই হলো দেশের Fastest নেটওয়ার্কের Fastest সার্ভিস।,CNI
"ইন্টারনেট স্পিড অনেক কম,,এক কথায় বালের সিম",CNI
"কোনোটায়,না কারন আমাদের এইখানে কোনে নেটওয়ার্ক পাই না বাজে সিম একটা,, দেশের সেরা নেটওয়ার্ক গ্রামিন সিম নাম্বার ওয়ান,,,",CNI
বাংলালিংকের নেট স্লো,CNI
নেটওয়ার্ক এর কারনে আমার ২টা সিম বন্ধ কর রাখছি। কারন সিমগুলা চালু করলে এমন 4G নেটওয়ার্ক পায় যে 500MB ডাউনলোড দিয়া শেষ করতে ৩ঘন্টা লাগে।,CNI
নেটওয়ার্ক একদম ভালো নাই স্পিড একদম সোলো,CNI
নেটওয়ার্ক অবস্থা অনেক খারাপ,CNI
"হেডার নেট 5G ফোন নেট দরেছে 3G,, কেমন ডা লাগে,,,",CNI
জানালা খুলে দিলে 4G জানালা বন্ধ করলে E,CNI
Amar Banglalink sim ta 4g kora chilo suddenly ata 2g hoye gese kmn kore 4 g korbo bolen,CNI
ঘরে ডুকলে h+ আর বলো দেশের সেরা 4G,CNI
বালজি নেটওয়ার্ক,CNI
দুরু মিয়া তোমাদের বাংলালিংক নেটওয়ার্ক ভালো ভাবে চলে না,CNI
নেটওয়ার্ক য়েতো থাকে না শালারা,CNI
Valer network ..Dhaka aisah game khelte pari na,CNI
বাংলালিংক ইন্টারনেট নেটওয়ার্ক স্পিড একদম কম,CNI
হুম৷ বাংলাদেশের বাজে মোবাইল নেটওয়ার্কের ভেতরে হয়তো সামান্য কম বাজে। কিছু কিছু সময় অন্যদের চেয়েও বাজে।,CNI
"Kintu amar eidik net pay na,zmn apnar kache ei cmnt tao korte parchi na E hoye ache",CNI
Banglalink Digital akhon sim e nai ..ki problem solve korban ... internet price onk basi ...gram a network slow ...,CNI
বাংলালিংকের নাম্বার সবাই জানে তাই ফোনে ঢুকায় রাখছি। কবে যে খুলে ফেলে দিবো!ভালো কোনো অফার দেয় না।,CNI
Heda marka network sim r offer,CNI
গতরাত হতে আপনাদের banglalink সিমের মধ্যে কোন নেটওয়ার্ক আসছে নাএর কারণ কি হতে পারে?সিম খুলে লাগলাম। ফোন রিস্টার্ট দিলাম তাও কাজ হচ্ছেনা,CNI
বালের নেটওয়ার্ক আমার..  ঘরের ভিতর গেলে 2g  হয়ে যায়,CNI
আমাদের এলাকায় 2G ইন্টারনেট পাই।,CNI
"কথা বলা বা ইন্টারনেট   ব্যবহারের কথা বাদ দেন,,, বেশিরভাগ এমন হয় যে, বাংলালিংক ইমার্জেন্সি ছাড়ে না,,, মাঝে মাঝে এমন রাগ হয় যে ফোন সহ সব ভেঙ্গে ফেলি...আপনারা ইন্টারনেট স্পিড না দিতে পারলে কম্পানিসহ বন্ধ করে সহজ কথা... তবে এইভাবে গ্রাহক কে হয়রানি করবেন না....",CNI
Faltu network sirajgonj a,CNI
Amither ai khanay 4G fast cholay,CNI
carent gale ar network thake nh,CNI
Amade akane network e paina,CNI
নেটওয়ার্ক যা তা এভাবে বাংলালিংক ব্যবহার করা সম্ভব না।,CNI
আপনাদের যেই বাজে নেট। এই নেট নিয়ে চালাবো আবার ইন্টারনেট।  খুব ফানি লাগে যখন আপনারা দাবি করেন Fastest 4G Network.,CNI
সব চাইতে ফকা ফালতু নেটওয়ার্ক,CNI
নেটওয়ার্ক সিস্টেম আগে ঠিক করেন তারপর এগুলো দিয়েন ।,CNI
আমাদের এখানে কল দেওয়ার ও নেট থাকে না বাংলা লিংক এ,CNI
আমাদের কক্সবাজার এলাকায় ইন্টারনেট স্পিড খুবই ভাল ইন্টারনেটের দাম একটু বেশি তারপরেও বাংলালিংকে ইন্টারনেট চালিয়ে শান্তি পাই,CNI
Akdom baje network,CNI
সালারা চোরনেটের স্পীড নাই আবার বলে সুপার ফাস্টডাকাত সালারা,CNI
আজ কাল খুব নেট সমস্যা দেই আর কম দামে এমবি দেওয়ার চেষ্টা করবেন,CNI
"আপাতত দুই সাপ্তাহ ধরে রবি চালাচ্ছি, কারণ কারেন্ট না থাকলে দূরবীন দিয়ে খোজেঁও বাংলালিংক এর নেটওয়ার্ক পাই নাহ।",CNI
"Amr Banglalink sim net take na, onk problem sim ta niye.",CNI
"2GB এমবি আছে না কেন?01927387460 এই সিমে,,,ডায়াল করছি*121*3218# অনেক সমস্যা",CNI
বাংলালিংক এর সবই ভালো তবে  সবজায়গায় নেট নাই,CNI
বাংলালিংক নেটওয়ার্কের একেবারে বাজে অবস্থা,CNI
E o thake na net cross maree,CNI
নেটওয়ার্ক এর খারাপ অবস্থা এখন বাংলালিংক এর,CNI
"যে ছাতার নেটওয়ার্ক আর দাম, একটাও ইউজ করে শান্তি নাই।",CNI
Banglalink Digital আমার সিমটি বর্তমানে নেটওয়ার্ক এর অভাবে বন্ধ করে রাখেছি।,CNI
লাস্ট কয়েকদিন থেকে কি নেটওয়ার্ক down হয়ে গেছে? প্রচুর সমস্যা করছে,CNI
banglalink net khuv somossa korthase jamalpur sherpur,CNI
আমার ঘরে নেটওয়ার্কি পাই না বাংলালিংক এর,CNI
আমার ঘরে নেটওয়ার্ক ইই থাকে না,CNI
নেটওয়ার্কের অবস্থা পুরাই বাজে নেট ছাইড়া দেয় আর নেটের স্পিড আগে থেকে অনেক কমে গেছে সব জায়গাতে নেটওয়ার্ক পাওয়া যায় না,CNI
হাহা দিলাম নেটওয়ার্ক  সার্ভিস  ঠিক কর আগে,CNI
বাংলালিংক সিমে নেটওয়ার্ক এই পায় না।  আর হেতেরা বলে ফাসটেস্ট নেটওয়ার্ক  আজকাল সিম কোম্পানিও মজা লয়,CNI
"এমবির দাম বেশি,ভালো নেটওয়ার্ক না থাকায় বাধ্য হয়ে ব্যবহার করতে হচ্ছে ",CNI
