comments,labels
"ফালতু মার্কা নেটওয়ার্ক, একদুম বাজে অবস্থা, টাওয়ারের নিচে বইসা থাইকাও নেট পাই না",CNI
Banglalink Digital ফোন করলে হ্যালো হ্যালো করতে করতেই কয়েক মিনিট শেষ। জঘন্য নেটওয়ার্ক!,CNI
"হেডার নেটওয়ার্ক,",CNI
দুঃখিত! আমাদের ফ্রী রেগুলার কোনো ইন্টারনেট অফার নেই। … See more,DP
এমবির প্যাক কিনব কিভাবে?,DP
নতুন সিমে ডাটার জন্য কত রিচার্জ করতে হবে?,DP
"মহামান্য হাইকোর্টের নির্দেশ অনুযায়ী, বাংলালিংক সহ সকল মোবাইল নেটওয়ার্ক থেকে PUBG এবং ফ্রি ফায়ার গেমের ব্যাবহার পরবর্তী আরো এক বছরের জন্য সীমাবদ্ধ করা হয়েছে। পরবর্তীতে কখন আনব্যান হবে এই বিষয়ে কোনো নির্দেশনা নেই। এই বিষয়ে কোনো নির্দে… See more",DP
ফ্রি 3GB MB লাগলে যেকোনো সিমে,NS
নেটওয়ার্কই থাকে না?,CNI
দূবল্ নেটওয়ার্ক,CNI
"? প্রথমে অফার ছিলো ৪৯ টাকায় তিন জিবি সাতদিন, তারপর সেটা করলেন ৫০ টাকায় তিন জিবি সাতদিন। তারপর করলেন ৫৫ টাকায় তিন জিবি সাতদিন। আর এখন ৫৫ টাকায় তিন জিবি তিনদিন করে দিছেন",DP
বাংলালিংক সিমে 5GB ফ্রী তে নিতে চাইলে ইনবক্স!,DP
"বাংলালিংক পেলে প্যাকেজে মাইগ্রেশন করা যাচ্ছে না অনেকবার অভিযোগ করেছি সমাধান হচ্ছে না সঠিক কোন নাম্বারেও ডায়েরী করেছি *121*1*5# কোন কাজ হচ্ছে না এই নাম্বারে সমস্যাটি হচ্ছে 01975221612 আরো নাম্বার আছে অভিযোগ করলেও সমাধান হচ্ছে না, আপনারা দয়া করে একটিভ… See more",DP
বালের নেটওয়ার্ক সবসচেয়ে স্লো সিম নেটওয়ার্ক,CNI
দুঃখিত! এ বিষয়ে কোনো নির্দেশনা নেই। আপনি কি ৩জি নেটওয়ার্ক সেবা পেতে কোনো সমস্যা ফেস করছেন?… See more,NS
"বাংলালিংক প্রিপেইড এসএমই ১৮ প্যাকেজ এর কলরেট যেকোন অপারেটরে ২৪ ঘন্টা চার্জ হবে ১.২০ টাকা/মিনিট ১০ সেকেন্ড পালস (ভ্যাট, এসডি ও এসসি প্রযোজ্য হবে)। এফএনএফ-এ কলরেট চার্জ হবে ০.৫৪ টাকা/মিনিট ১০ সেকেন্ড পালস (ভ্যাট, এসডি ও এসসি প্রযোজ্য হবে)। … See more",DP
বেশি দেওয়ার নেটওয়ার্কে ওয়েলকাম! এমএনপি হলো মোবাইল নম্বর পোর্টাবিলিটি। এর মাধ্যমে আপনি আপনার ব্যবহৃত মোবাইল নম্বরটি অপরিবর্তিত রেখেই অন্য অপারেটরে চলে আসতে পারেন। সেক্ষেত্রে আপনার নম্বর পরিবর্তন সংক্রান্ত কোনো আপডেট আপনার বন্ধু কিংবা পরিচিত… See more,CNI
কি ভাই কিসের 4G আপনার। বাংলালিংক ১ নাম্বার এর ফালতু সিম হয়ে গেছে। 4G তো দুরের কথা 3G ঠিকমতো পায় না। আবার বিদ্যুৎ চলে গেলে টাওয়ার যায় বন্ধ হইয়া। মনে হয় বাংলালিংক সিম দিয়ে Wi-Fi চালাচ্ছি। কারেন্ট গেলেই ইন্টারনেট গায়েব।,NS
বাংলালিংক অথবা এয়ারটেলের ইন্টারনেট মিনিট সহ বান্ডেল প্যাকেজ লাগবে,DP
টাকা দিয়ে এমবি কিনেছি কি কারণে যদি সিমে নেটওয়ার্ক না থাকে।।,CNI
আশা করি ইন্টারনেট সেবা আরো শক্তিশালী হবে।,IS
আপনি কি ইন্টারনেট স্পীড জনিত সমস্যা ফেস করছেন?… See more,IS
ইন্টারনেট একা একা অন অফ হচ্ছে… See more,DP
বাংলা লিংক ঘরে নেটওয়ার্ক পাওয়া যাচ্ছে না।,CNI
ডাটা ও মিনিট প্যাকের অস্বাভাবিক দামের জন্য আপনাদের অভিনন্দন।,DP
দুঃখিত! আমাদের ফ্রি কোনো ইন্টারনেট অফার নেই। তবে মাই বাংলালিংক অ্যাপ থেকে রয়েছে আকর্ষণীয় বোনাস অফার।… See more,DP
কথা বলার সময় নেটওয়ার্ক থাকে না আবার ইন্টারনেট?,CNI
৩০ জিবি মাসিক ইন্টারনেট প্যাক দাম কত?,DP
"বাংলালিংক একটা ফালতু নেটওয়ার্ক,, সিম কিনে ভুল করেছি।",CNI
বেশি ব্রাউজিং-এর জন্য বাংলালিংক দিচ্ছে ৩০ জিবি ইন্টারনেট মাত্র ৪৯৯ টাকায় প্যাকটি কিনতে হলে অনুগ্রহ করে ডায়াল করুন *১২১*৪৯৯# অথবা রিচার্জ করুন একবারে ৪৯৯ টাকা। মেয়াদ ৩০ দিন। ডাটা ব্যালেন্স চেক করতে অনুগ্রহ করে ডায়াল করুন *১২১*১#।… See more,DP
বাংলাদেশের মধ্যে ১ নম্বর বাজে নেটওয়ার্ক,CNI
আগে তো এই রকম সমস্যা হয়ে না ইদানীং নেটওয়ার্ক আছে কিন্তু খেলতে পারছি না,CNI
E-SIM হলো একটি ডিজিটাল সিম যা আপনাকে ফিজিক্যাল সিম ছাড়াই অপারেটরের সেলুলার/নেটওয়ার্ক সেবা উপভোগ করতে সহায়তা করে। ই-সিম নিতে হলে ক্রয় প্রক্রিয়া এবং বায়োমেট্রিক যাচাই সম্পূর্ণ করতে হবে। ই-সিম সক্রিয় করার পর হ্যান্ডসেট ইন্টারনেট সংযোগ … See more,CNI
বাংলালিংক এ ইমারজেন্সি ইন্টারনেট কিভাবে নিবো? যদি যানাতেন,DP
দুঃখিত! ৩ টাকা দিয়ে ৪ মিনিট অফারটি বর্তমানে বন্ধ আছে। *১২১*৬০০# কোড ডায়াল করে ৬ টাকা দিয়ে ৯ মিনিট অফার ক্রয় করতে পারবেন। মেয়াদ ১ দিন। এছাড়া ৯ টাকা দিয়ে আপনি ২৪ ঘণ্টা মেয়াদে ১৪ মিনিট বান্ডেল অফারটিও ক্রয় করতে পারবেন। ব্যালেন্স চেক করতে ডায়া… See more,DP
বাংলালিংকের মত বাজে নেটওয়ার্ক আর দুইটা আছে কি না আমি জানিনা।… See more,CNI
"আমার সিম নিয়মিত ব্যবহার করছি, হঠাৎ গত 11ই জুন সিমে কোন নেটওয়ার্ক দেখাচ্ছিল না, তারপর কল সেন্টারে কল দেয়ার পর বললো আপনার সিমটি দীর্ঘদিন ব্যাবহার না করায়, টার্মিনেট করা হয়েছে! … See more",CNI
"প্রায় ২ বছর পর আজ আবার বাংলালিংক ইন্টারনেট চালু করলাম মনে করলাম স্প্রীড বড়ছে,কিন্তু না আগের মতই আছে এটাই শেষ ৭ জিবি শেষ হওয়ার পর আর কোনদিন বাংলালিংক সীম ব্যবহার করবো না",IS
শুধুমাত্র WhatsApp চালানোর জন্য কোনো ডাটা প্যাক আছে? থাকলে কীভাবে ইন্সটল করবো?,DP
হ্যাডার নেটওয়ার্ক।,CNI
আমি কি করে জানবো আমার সিম কোন জায়গার টাওয়ার দিয়ে নেটওয়ার্ক চলতেছে?,CNI
.......ফ্রি তে ইন্টারনেট নিন>,DP
সিম কতদিন নেটওয়ার্ক এর বাইরে রাখলে বন্ধ সিম হিসেবে গণ্য হবে আর বন্ধ সিমের অফার কি?,CNI
ইন্টারনেট ব্যবহার করতে পারছিনা কেন?,IS
কোন প্যাকেজ কত টাকা কাটে তার তালিকা টা দিন?,DP
"বাংলালিংক দিচ্ছে আনলিমিটেড ইন্টারনেট-এর আকর্ষণীয় অফার তাই দেরি না করে, আজই উপভোগ করুন বেশি মেয়াদের সাথে সেরা ইন্টারনেট প্যাক!… See more",DP
"আমার এমবি কিনার টাকা গুলো জলে গেল,,,,,একটুও নেটওয়ার্ক পাই না",CNI
দুঃখিত! বর্তমানে বাংলালিংকে রেগুলার কোনো ফ্রি ইন্টারনেট অফার নেই।… See more,DP
মাসিক প্যাকে কোন নিয়ত্রন নেই,DP
বালের নেটওয়ার্ক তোদের তোদের সিমে এমবি কিনা বেকার তোরা হারাম খোর,CNI
এখানে ১০ বছরের প্যাকেজ রিচার্জ করলে আমার টাকার মেয়াদ কি ১০ বছর হবে?,DP
কি করে আপনাদের Website এ Visit করব? আপনাদের যে নেটওয়ার্কের সমস্যা Website তো অনেক দূরের কথা ভালো করে ফোনই আসে না নেটওয়ার্কের সমস্যায়।,CNI
বাংলালিংক ইন্টারনেট প্যাক অনেক ব্যয় বহুল,DP
5 বা 10 টাকার ভিতরে কোনো ইন্টারনেট প্যাক আছে ?,DP
আগে নেটওয়ার্ক সাপ্লাই দেন ঠিকমতো। তারপর সেরা স্পিডের কথা না হয় বইলেন...,CNI
ভুয়া নেটওয়ার্ক।,CNI
এই প্যাকিজ টি মেয়াদ বাড়াতে চাইলে আমার মিনিমাম কত টাকা প্যাকেজ নিতে হবে?,DP
ইন্টারনেট স্লো কাজ করছে,IS
৯০ টাকায় ১০ জিবি ৩০দিন মেয়াদি সকল অপারেটর সিমে এই অফারটা পাওয়া যায় কিন্তু আপনাদের বাংলালিংক সিমে এরকম কোনো অফারই আসেনা। সকম কম্পানিয়ন এতো কম রেটে ইন্টারনেট দেয় আর আপনারা এতো চরা দামে ইন্টারনেট সেবা দেন কেনো।এরক কলে কি আপনাদের গ্রাহক সংখ্যা কি বাড়বে না … See more,DP
Banglalink Digital সমস্যার জন্য *১২১*৮*৭# এই নন্বরে রিং দিতে বল্লেন রিং দেওয়ার পরে আমার প্রশ্নের উত্তর না দিয়ে ইন্টারনেট কতো ব্যালন্স ইত্যাদি ইত্যাদি আসে।সালা ভুয়া ভুয়া কোথাকার।,CCI
ডাটা প্যাকেজ এর দাম কমাইলেই হবে আপাতত।,DP
"দুঃখিত! আমাদের ১২৩ টাকাতে রেগুলার কোনো অফার নেই। গ্রাহক এর প্যাকেজ ক্রয় করার সুবিধার্থে বেশ কিছু রিচার্জে মিনিট এবং ইন্টারনেটের অফার দেয়া হয়েছে। মেইন ব্যালেন্সের জন্য রিচার্জ করার ক্ষেত্রে বা রিচার্জ অফার এড়িয়ে যেতে চাইলে, অনুগ্রহ করে আপনি… See more",DP
MyBl অ্যাপ প্রথম বার রেফার কোড(751CD306) দিয়ে লগইন করলেই পাওয়া যাচ্ছে 1.5GB ইন্টারনেট বোনাস সাথে থাকছে প্রতিদিন MyBl অ্যাপ লগইন করলে 25MB ইন্টারনেট বোনাস (প্রথম ৩০ দিন লগইন করলে পাওয়া যাবে) এছাড়া MyBl অ্যাপ রেফার করলে পাওয়া যাবে 500MB ইন্টারনেট বোনাস! … See more,DP
অনুগ্রহ করে জানাবেন আপনি কি ইন্টারনেট অফার সম্পর্কে জানতে চাচ্ছেন ?… See more,DP
"আপনি *১২১*৬# ডায়াল করে পরবর্তি নির্দেশনা অনুসরণ করে অফার উপভোগ করতে পারবেন। আপনি এই কয়েনের মাধ্যমে রেগুলার ইন্টারনেট অফার, সোশ্যাল প্যাক এবং এসএমএস বান্ডেল প্যাক পেতে পারবেন।… See more",DP
"জ্বি, রেফারেল কোড ব্যবহার করে শুধুমাত্র প্রথমবার MyBL App সাইন-আপ করলে ১ জিবি বোনাস (মেয়াদ ৪ দিন) উপভোগ করা যাবে। বোনাস ইন্টারনেট যে কোন ক্ষেত্রে ব্যবহার করতে পারবেন। সেক্ষেত্রে আপনার রেফারেল কোড ব্যবহার করে কেউ যদি প্রথমবার MyBL App … See more",DP
"আমাদের এসএমই বেশ কিছু প্যাকেজ রয়েছে। এসএমই ২৭ প্যাকেজে রয়েছে ৩ টি এফএনএফ করার সুবিধা। এসএমই ২৭ (SME 27) এই প্যাকেজ থেকে যে কোন লোকাল নাম্বারে ২৪ ঘন্টা কথা বলতে পারবেন ০.৮৪ টাকা প্রতি মিনিট ১০ সেকেন্ড পালস কল রেটে (ভ্যাট, এসডি এবং এসএসসি প… See more",DP
মিনিট এবং ইন্টারনেট অফার,DP
বাজে একটা সিম একটু ও নেটওয়ার্ক থাকে না,CNI
দুনিয়ার ফালতু সিম নেটওয়ার্ক।।,CNI
Banglalink Digital বাল মার্কা নেটওয়ার্ক কোম্পানির সিম চোদেকে,CNI
নেটওয়ার্ক শো করছে ৪জি। কিন্তু স্পিড নাই নেটওয়ার্ক এর।,NS
দুঃখিত! পোস্টপেইড সিমে ২৯৯ টাকায় রেগুলার ইন্টারনেট প্যাকেজ রয়েছে। বেশি ব্রাউজিং-এর জন্য বাংলালিংক দিচ্ছে ৫ জিবি ইন্টারনেট মাত্র ২৯৯ টাকায়। ইন্টারনেট ২৪ ঘণ্টা যেকোনো কাজে ব্যবহার করা যাবে। প্যাকটি কিনতে হলে অনুগ্রহ করে ডায়াল করুনঃ *১২১*২৯৯… See more,DP
"আমি ২০১৫ সাল থেকে বাংলালিংক সিম ব্যবহার করে আসতেছি কিন্ত এখন আর পারতছি না একে তো নেটওয়ার্ক সমস্যা দ্বিতীয়ত কল রেট এমবির দাম অনেক বেশি, প্লিজ এবার কল রেট এমবি দাম কমান আর আর নেটওয়ার্ক ভালো করে দেন। তা না হলে বাধ্য হয়ে সিম পাল্টিয়ে দিবো।",CNI
সবচেয়ে ছোট ইন্টারনেট প্যাক কি আছে.?,DP
এটা কোনো সিম হলো ইন্টারনেট চালানো দূরের কথা কথা বলা যাই না এভাবে চললে বাংলালিংক বাজে সিমে পরিনত হবে আমাদের এলাকায় একটু নেটওয়ার্ক নাই বাংলালিংক,IS
নেটওয়ার্ক এর দিক থেকে আপনাদের নেটওয়ার্ক সবচেয়ে বাজে। নেটওয়ার্ক দেখতে পাচ্ছি চোখে কিন্তু মোবাইলে পাচ্ছিনা। এবং সেই সাথে আপনাদের এমবির দামও সবার চেয়ে বেশি। সরকার ভ্যাট বাড়ালে সাথে সাথে এমবির দাম বেড়ে যায়। কিন্তু সরকার ভ্যাট কমালে ৩ মাস সময় লাগে দাম কমতে।… See more,CNI
"বাংলালিংক সিমে ১.৫ জিবি একদম ফ্রি। যাদের বাংলালিংক সিম আছে কিন্তু My banglalink আপ কখনও ইউজ করেন নাই, তাদের জন্য ১.৫ জিবি ফ্রি।। আর যারা আগে ইউজ করছেন তারাও পাবেন ১ জিবি ফ্রি। ১/ প্রথমে MyBL অ্যাপটি ইনস্টল করতে হবে। (আগে থেকে ফোনে ইন্সটল করা থাকলে আর ই… See more",DP
দুঃখিত! বর্তমানে আমাদের ফ্রি ইন্টারনেট নেওয়ার কোনো অপশন নেই। … See more,DP
আপনি কি আমাদের ইন্টারনেট অফার সম্পর্কে জানতে চাচ্ছেন? … See more,DP
"আমি তো অরেঞ্জ ক্লাব এর মেম্বার আমার আকাশ টিভি আছে,আমি কি আকাশ লাইট প্যাকেজে ডিসকাউন্ট কি ভাবে পাবো।",DP
আমি মেয়েবেলা আর অনুপমা দেখি না বলে কি আমি নেটওয়ার্ক পাবো না??,CNI
সোনার নেটওয়ার্ক,CNI
ভলো কোনো ইন্টারনেট অফার নেয়,DP
"কোনো স্বরিদয়বান ব্যক্তি থাকলে, আমার রেফার কোডটি ব্যবহার করে, নিজে 1GB ইন্টারনেট নিয়ে আমাকে 500 MB নেওয়ার সুযোগ করে দিন",DP
বাংলালিংক সর্বদা সাশ্রয়ী মূল্যে ইন্টারনেট অফার দিয়ে থাকে… See more,DP
"বাংলালিংক সার্ভিস খুব ভালো দিচ্ছে । বাড়ির বাইরে ৪জি আর ভেতরে গেলেই নো সার্ভিস দেখায়, বাহ শক্তিশালী নেটওয়ার্ক",CNI
বাংলালিংক ইগু একটা গরু চুদা সিম যখন প্রেম করতাম তখন আম্মায় কিনিয়া দিছলো বালের নেটওয়ার্ক নাই সারা সিলেট তার পর ব্রেকাপ আবার নিউজ মারার হালার বেঠাইন,CNI
"এইযে, আপনাদের ফাষ্টার নেটের অবস্থা! আর একেকটা প্যাকেজের দাম দেখলে মনে হয় আপনারা অন্যান্য ডাকাত সিম কম্পানির ডাকাতদের লিডার! ডাকাতি করার ও একটা লিমিট থাকে! ফালতু একটা সিম!",DP
আমি ৬৯৮ টাকায় ৪৫জিবি ৯০০ মিনিট হ্যাভি প্যাকেজটি চালু করেছি। কিন্তু আমার ফোনে ৩৫ জিবি ৭০০ মিনিট আসছে।তাহলে কি বাকি ১০ জিবি ২০০ মিনিট পাবো না..?,DP
টাকার মেয়াদ শেষ হলে এমবি থাকলে নেট ইউজ করা যাবে কি,DP
খুব সহজেই 1.5 GB free,DP
এই ঈদে তো স্পিড নাই আকাশে চলে গেছে।,IS
বাংলালিংকের ডাটার দাম বেশি আবার মেয়াদ ও কম।তাই এখন গ্রামীণে বান্ডেল অফার কিনে নেই।,DP
কর্পোরেট সিম উইস করতেছি মান্তলি প্যকেজ ব্যাবহার করি তা শুধু কর্পোরেট সিম থাকার কারণে এমন বাজে এক্সিপিরিয়েন্স অন্য কোনো সিম এ হয় নি মন চায় জু*তা দিয়ে তদের পিটা*ই বা*লের ফাস্ট ইন্টারেট শহরে ২ কি.মি. দূরে ঘরের ভিতরে ১ পয়েন্ট ও নেটওয়ার্ক পাওয়া যায় না ইন্ট… See more,CNI
"আজকে থেকে বাংলালিংক সিম ব্যবহার করা বাদ দিলাম। এক সপ্তাহ ধরে খুবই ইন্টারনেট সমস্যা দিচ্ছে কাস্টমারে বারবার যোগাযোগ করেও সমাধান পাইনি,",DP
ইউটিউব প্যাক ১৯টাকায় ১জিবি চালু হয়েছে। কিন্তু ইউটিউব চলছে না,DP
আপনি কি বাংলালিংক প্লে প্যাকেজ থেকে দেশ এক রেট দারুন প্যাকেজ-এ যেতে চাচ্ছেন? … See more,DP
বাংলালিংক ইন্টারনেট ঠিক করেন,DP
৩৫০ টাকার মধ্যে ৩০ দিনের কোনো এমবি প্যাক আছে নাকি?,DP
আজকে নেটওয়ার্ক এতো সমস্যা দিচ্ছে কেন.??,CNI
আমার ধো**র নেটওয়ার্ক ২ জিই পায়না চু*দায় ৪জি,CNI
আপনাদের নেটওয়ার্ক এতই বাজে এবং জঘন্য যে নূন্যতম কথা বলা যায় আর ইন্টারনেট পরিসেবা আরো জঘন্য। দেশের এক নম্বর নেটওয়ার্ক এর বিজ্ঞাপনে মানুষের টাকা হাতানো ছাড়া আর কিছুই নয়।… See more,CNI
বাংলালিংকের প্রিপেইড প্যাকেজের কলরেট আরও স্মার্ট করা দরকার।,DP
আপনাদের কি আনলিমিটেড মেয়াদ এর কোন এম্বি প্যাকেজ আছে?,DP
"আমার একটা সিমে নেটওয়ার্ক টিক আছে, কিন্তু ডাটা চালু করলে ইন্টারনেট কানেকশন যায় আর আসে?",CNI
নেটওয়ার্ক ও নাই,CNI
বাইনঋোদ মারকা সীম হয়ে গেছে..নেটওয়ার্ক এর এত সমস্য করে এখন..ফাউল,CNI
"অনুগ্রহ করে জানাবেন, আপনি কোন প্যাকেজ থেকে কোন প্যাকেজে মাইগ্রেট করতে চাচ্ছেন ? বিস্তারিত বললে আশা করছি আমরা আপনাকে সহযোগিতা করতে পারব ।… See more",DP
"বলতে খারাপ লাগে। আমি একজন বাংলালিংক ইউজার, আপনাদের ইন্টারনেট স্পীড এত বাজে। 4G নেটওয়ার্ক বাট ফেইসবুকে একটা ছোট ভিডিও ওপেন হয় না। বাংলাদেশে বলে ব্যবসা করে যেতে পারছেন অণ্যকোনো দেশ হলে যে কি অবস্থা হতো আল্লাহ ভালো জানে।গ্রামীন ফোনের কথা আর নাই বল্লাম",NS
বাংলালিংক ফ্রি ইন্টারনেট কি ভাবে দিবো,DP
একটা ফা* সীম বাংলালিংক। আমি অল্প টাকায় শুধু ফেসবুক আপডেট নেয়ার জন্য ফেসবুক প্যাক কিনেছিলাম। এরপর যতবার ফেসবুকে প্রবেশ করেছি ততবারই টাকা কেটে নেয়া হচ্ছিল। বিরক্ত হয়ে অফিসে কমপ্লেইন দিলাম ১৫৮ তে কল করে। এরপর বলা হল আপনার পে এজ ইউ গো অফ করে দেয়া হয়েছে আপন… See more,DP
আমি আগে ইমার্জেন্সি 20 টাকা নিয়েছিলাম কিন্তু আমি চাচ্ছিলাম যে 539 টাকা রিচার্জে 60 জিবি অফারটি কি রিচার্জ করে নিতে পারব,DP
২৬/০৯/২৩ থেকে আরও উন্নত সেবা প্রদানের লক্ষ্যে আপনার এলাকায় বাংলালিংক 3G সেবা বন্ধ করা হবে। দেশের FASTEST মোবাইল নেটওয়ার্কে সেরা 4G ইন্টারনেট ব্যবহার করতে সিম স্লট ১-এ বাংলালিংক সিমটি ব্যবহার করুন।,NS
ভাই আপনাদের হিসাবটা আমি বুঝিনা আপনারা কিছুদিন আগে ৬৯৯ টাকা দিয়ে ৮০ জিবি ইন্টারনেট যে অফারটি ছিল তার মধ্যে ক্যাশব্যাক ১৭৫ টাকা ছিল কিন্তু এখন ঈদ স্পেশিয়াল যে অফার আছে তার মধ্যে ওটাও আছে কিন্তু ক্যাশব্যাক অনেক কমে গেছে এখন মাত্র ৪০ টাকা ক্যাশব্যাক শুধু… See more,DP
"নেটওয়ার্ক সমস্যার কারণে, বাংলালিংক সিম ব্যবহার করা বাদ দিয়েছি।",CNI
তবে রবি বা গ্রামিন নেটওয়ার্ক দিয়ে ঠিক খেলতে পারি তাহলে আপনাদের নেটওয়ার্ক কি সমস্যা!,CNI
৫৮ টাকা রিচার্জে (২জিবি+১জিবি বোনাস) ইন্টারনেট প্যাকেজটি চালু হয়েছে।,DP
"হুদাই অফার দিয়ে গ্রাহক বাড়ানোর চেয়ে, নেট স্পীড বাড়িয়ে, টাওয়ারের সংখ্যা বাড়ান। একদম বাজে নেটওয়ার্ক। ম্যাসেজ পর্যন্ত সেন্ড হয় না।",CNI
Мд Кирон Хоссейн,NS
"বাংলালিংক সিম এর ফ্রি 1 জিবি এমবি,,",DP
কয়েন দিয়ে কি করে এমবি বা মিনিট কিনব,DP
বাংলালিংক এর নেটওয়ার্ক এত খারাপ কেন,CNI
বাংলালিংক পেলে প্যাকেজে যেতে চাচ্ছি কিন্তু যেতে পারছিনা অনেকক্ষণ নাম্বার ডায়াল করেছি কিন্তু হচ্ছে না অভিযোগ করার পরেও হচ্ছে না অভিযোগ করলেও বলে ঠিক আছে আমাদের সার্ভিস। কিন্তু কোন সমাধান দিচ্ছে না বাংলালিংক থেকে। সঠিক করে ডায়াল করে হচ্ছে না ছাগলের জন্… See more,DP
দুঃখিত! ফেসবুক ফ্যানপেইজ থেকে নাম্বার চেক করার অপশন নেই। ১৮ টাকায় ২ জিবি অফারটি আমাদের নতুন সিমে অফার আছে। যদি নতুন সিম ক্রয় করার পর ৪৮/৮১ টাকা প্রথম রিচার্জ করে অফার নিয়ে থাকেন তাহলে সিম চালুর পর পরবর্তীতে প্রতি ৩০ দিন পর পর ১৮ টাকায় ২ … See more,DP
গাইবান্ধা সদরে বাংলালিংকের কাষ্টমার কেয়ার সার্ভিস কোথায় জানতে চাই,CCI
বৃষ্টি আসলে নেটওয়ার্ক কেনো থাকে না?,CNI
"সোনার নেট, গাজীপুরেই চলে না",CNI
অনেক টাকা কাটে এইটা কীভাবে বন্ধ করবো?,MFS
বাংলালিংক-এর নতুন প্রিপেইড ই-সিমের জন্য ১৫০ টাকা ও ফিজিক্যাল সিম থেকে ই-সিমে মাইগ্রেট করতে ২৫০ টাকা চার্জ প্রযোজ্য হবে। … See more,MFS
আপনি কি ইন্টারনেট প্যাকেজ অটো রিনিউয়াল অপশন বন্ধ করতে চাচ্ছেন?… See more,DP
ভাই জিতবো পরে আগে নেটওয়ার্ক যে সমস্যা ওটা ঠিক করেন..!,CNI
আমার ০১৯৭৯৪৬১৩৮২ এই নাম্বারে ইন্টারনেট অফার আসে না,DP
আপনি কি নেটওয়ার্কজনিত কোনো সমস্যা ফেস করছেন?… See more,CNI
বাংলালিংক এর টাওয়ার থেকে ইন্টারনেট সংযোগ নেওয়া যায়,IS
"Banglalink Digital গতকাল আমি এখান থেকে ৪ নম্বর প্যাক কিনেছি,,, ২ মিনিটের মধ্যে আমার সব এমবি শেষ। এমবি কিভাবে শেষ হলো কিছুই বুঝতে পারলাম না ফোনের শুধু ডাটা on ছিল!!! গতকাল থেকে মেসেজ দিচ্ছি আপনারা কোনো পদক্ষেপ নিচ্ছেন না, কোনো উত্তর ও দিচ্ছেন নাহ",DP
বাংলাদেশের মধ্যে সর্বোচ্চ ফালতু ইন্টারনেটের দাম।,DP
বা/লের নেটওয়ার্ক,CNI
আমি ১৯৯৭ সাল থেকে গ্রামীণ ফোন ব্যবহার করি কিন্তু দুঃখের বিষয় গ্রামীণ ফোন এর নেটওয়ার্ক এখন এতো বাজে হয়েছে যা বলার মতো না কিন্তু সমস্ত জায়গায় এই নাম্বার দেয়া তাই নাম্বার ঠিক রেখে বাংলা লিংক এর নেটওয়ার্ক ব্যবহার করার সুযোগ আছে কি না,CNI
গ্রামীণফোন এয়ারটেল রবি ওয়েবসাইটে ইন্টারনেটের উচ্চ দাম লিখা থাকলেও প্রতিনিয়ত কম দামের অফার মেসেজ আসে যা পানির দামে কেনা যায় অথচ বাংলালিংকে মেসেজে কখনোই ইন্টারনেট কেনার মত অফার পাইনি,DP
আচ্ছা ভাইয়া আমার বাংলালিংক সিমে এখনো ২ জিবি ইন্টারনেট রয়েছে কিন্তু আমার সিমে নেট চালানো যাচ্ছে না কলে কথা বলা যাচ্ছে কিন্তু ইন্টারনেট চলছে না এখন এই সমস্যাটি ঠিক কিভাবে করবো জানতে পারি??,IS
My BL অ্যাপ এ 73B8B27E রেফার কোডটি ব্যবহার করুন আর জিতুন ১.৫ জিবি ইন্টারনেট।,DP
বাল মার্কা নেটওয়ার্ক চোদে কে।,CNI
আমার এলাকায় সবচেয়ে ভালো নেটওয়ার্ক বাংলালিংকে কিন্তু উচ্চ দামের ইন্টারনেট জন্য কেনা হয়নি কখনোই। দাম কমাতে হবে,DP
বাংলালিক সিমে ইন্টারনেট লোন নেওয়ার জন্য কোন কোড ডায়েল করব????,DP
বাংলালিংক প্লে প্যাকেজে মাইগ্রেড করব কিভাবে? আর প্লে প্যাকেজের অফার গুলো কি আছে ?,DP
৪৪ টাকায় ৩ জিবি দেওয়ার কথা বলে আমাকে ১ জিবি কেন দিলেন এত বাটপারি কেন করেন।,DP
"আমাকে প্যাকেজ ধরিয়ে দিছে!, কাস্টমার কেয়ার এ কমপ্লেইন দিলাম কল ব্যাক করে ফিকশন এমাউন্ট এর দোহায় দিচ্ছে, আমি বললাম এটা তো আমি জানতাম না, তারা বলছে এটা না জানা নাকি আমার ব্যার্থতা"" মানে গ্রাহকের ব্যর্থতা। আমি জি… See more",DP
১০ টাকার নিচে এমবি প্যাক এর অফার পাচ্ছি না কেন।।,DP
"বাংলালিংক গ্রাহকরা ইন্টারনেট ডাটা শেষ হয়ে গেলে টেক্সট-অনলি ফেসবুক ও মেসেঞ্জার এক্সপেরিয়েন্স করতে পারবেন এবং ডিসকভার মোবাইল অ্যাপ বা ওয়েব ব্রাউজার দিয়ে ইন্টারনেটে টেক্সট ব্রাউজ করতে পারবেন, প্রতিদিন ২০ এমবি ইন্টারনেট ডাটা পাবেন, এবং প্র… See more",IS
Banglalink Digital নেটওয়ার্ক যে অবস্থা হায়রে বাংলালিংক,CNI
আগের তুলনায় বাজে নেটওয়ার্ক,CNI
"Belayet Hosain এখানে সকল সিমের অফার সবথেকে কম দামে পাওয়া যায়, এমবি, মিনিট বান্ডেল প্যাক এবং মোবাইল রিসার্চ",DP
৩/৪ দিন ধরে নেটওয়ার্ক এর অবস্থা খুবই খারাপ। দক্ষিন সুনামগঞ্জ। 4জি তো আসেইনা বরং 2জি থেকেও খারাপ।,CNI
